Item Name,Quantity/Volume,Price (BDT),Link
Potato Regular (± 50 gm),1 kg,29,https://chaldal.com/fresh-vegetable
Red Tomato ± 25 gm,500 gm,99,https://chaldal.com/fresh-vegetable
Coriander Leaves (Dhonia Pata) ± 10 gm,100 gm,25,https://chaldal.com/fresh-vegetable
Roshun (Garlic Imported) ± 25 gm,500 gm,79,https://chaldal.com/fresh-vegetable
Kacha Morich (Green Chilli) ±12 gm,250 gm,89,https://chaldal.com/fresh-vegetable
Lal Alu (Red Potato Cardinal) ± 50 gm,1 kg,29,https://chaldal.com/fresh-vegetable
Lal Shak (Red Spinach),1 bundle,29,https://chaldal.com/fresh-vegetable
Deshi Shosha (Local Cucumber) ± 25 gm,500 gm,39,https://chaldal.com/fresh-vegetable
Lomba Lebu (Long Lemon),4 pcs,29,https://chaldal.com/fresh-vegetable
Misti Alu (Sweet Potato) ± 25 gm,500 gm,59,https://chaldal.com/fresh-vegetable
Kacha Morich (Green Chilli) ± 12 gm,100 gm,39,https://chaldal.com/fresh-vegetable
Ada (Imported Ginger) ± 25 gm,500 gm,89,https://chaldal.com/fresh-vegetable
Kolmi Shak (Water Spinach),1 bundle,19,https://chaldal.com/fresh-vegetable
Misti Kumra Fali (Sweet Pumpkin Slice) ± 40 gm,1 kg,59,https://chaldal.com/fresh-vegetable
Kacha Pepe (Green Papaya) ± 70 gm,1.4 kg,59,https://chaldal.com/fresh-vegetable
Deshi Ada (Local Ginger) ± 25 gm,500 gm,85,https://chaldal.com/fresh-vegetable
Palong Shak (Palong Spinach),1 bundle,35,https://chaldal.com/fresh-vegetable
Shosha (Cucumber) ± 25 gm,500 gm,35,https://chaldal.com/fresh-vegetable
Chichinga (Snake Gourd) ± 25 gm,500 gm,45,https://chaldal.com/fresh-vegetable
Deshi Roshun (Garlic Local) ±25 gm,500 gm,55,https://chaldal.com/fresh-vegetable
Badhakopi (Cabbage),each,65,https://chaldal.com/fresh-vegetable
Gol Lebu (Round Lemon),4 pcs,35,https://chaldal.com/fresh-vegetable
Lau (Bottle Gourd),each,89,https://chaldal.com/fresh-vegetable
Green Capsicum ± 15 gm,300 gm,99,https://chaldal.com/fresh-vegetable
Pui Shak (Pui Spinach),1 bundle,39,https://chaldal.com/fresh-vegetable
Korola (Bitter Gourd) ± 25 gm,500 gm,75,https://chaldal.com/fresh-vegetable
Uchche (Local Bitter Gourd) ± 25 gm,500 gm,75,https://chaldal.com/fresh-vegetable
Beetroot ±25 gm,500 gm,49,https://chaldal.com/fresh-vegetable
Fulkopi (Cauliflower),each,69,https://chaldal.com/fresh-vegetable
Kochur Mukhi (Taro Roots) ± 25 gm,500 gm,45,https://chaldal.com/fresh-vegetable
Lomba Kalo Begun (Long Brinjal Black) ± 25 gm,500 gm,79,https://chaldal.com/fresh-vegetable
Kacha Kola (Banana Green),4 pcs,55,https://chaldal.com/fresh-vegetable
Jali Kumra (Water Pumpkin),each,85,https://chaldal.com/fresh-vegetable
Thankuni Pata (Pennywort Leaves),1 bundle,9,https://chaldal.com/fresh-vegetable
Sobuj Gol Begun (Round Brinjals Green) ±35 gm,700 gm,119,https://chaldal.com/fresh-vegetable
