Item Name,Quantity/Volume,Price (BDT),Link
Welcome Light Meat Tuna In Sunflower Oil (Flake),170 gm,190,https://chaldal.com/tofu-meat-alternatives
King Bell Tuna Salad Vegetables,170 gm,320,https://chaldal.com/tofu-meat-alternatives
King Bell Tuna Salad In Tomato Sauce,170 gm,310,https://chaldal.com/tofu-meat-alternatives
King Bell Whole Baby Corn Tin,425 gm,180,https://chaldal.com/tofu-meat-alternatives
Nautilus Lite Sandwich Tuna In Spring Water,165 gm,429,https://chaldal.com/tofu-meat-alternatives
Nautilus Sandwich Tuna In Soybean Oil,165 gm,319,https://chaldal.com/tofu-meat-alternatives
Nautilus Lite Tuna Chunk Soybean Oil,165 gm,319,https://chaldal.com/tofu-meat-alternatives
Achari Shrimp Balachao,400 gm,670,https://chaldal.com/dried-fish
Kazi Farms Kitchen Shrimp Small Dried Fish,125 gm,260,https://chaldal.com/dried-fish
Kazi Farms Kitchen Kechki Dried Fish,125 gm,280,https://chaldal.com/dried-fish
Kazi Farms Kitchen Churi Dried Fish,125 gm,340,https://chaldal.com/dried-fish
Balachaw (Dry Prawn Chutney),250 gm,330,https://chaldal.com/dried-fish
Golden Grain Cumin (Jira),100 gm,120,https://chaldal.com/spices
Golden Grain Poppy Seed (Posto Dana),50 gm,195,https://chaldal.com/spices
Golden Grain Dried Chillies (Shukna Morich),100 gm,70,https://chaldal.com/spices
Golden Grain Black Pepper (Gol Morich) Whole,100 gm,195,https://chaldal.com/spices
Golden Grain Black Cumin (Kalo Jira),100 gm,100,https://chaldal.com/spices
Golden Grain Coriander (Dhonia),100 gm,45,https://chaldal.com/spices
Golden Grain Cardamom (Elachi) Whole,50 gm,350,https://chaldal.com/spices
Golden Grain Bay Leaf (Tejpata),100 gm,55,https://chaldal.com/spices
Golden Grain Clove (Lobongo),50 gm,145,https://chaldal.com/spices
Golden Grain Mix Spice (Pach Foron),100 gm,60,https://chaldal.com/spices
Golden Grain Mustard Seed (Red),100 gm,35,https://chaldal.com/spices
Cinnamon (Daruchini) Whole,100 gm,75,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,100 gm,75,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,100 gm,160,https://chaldal.com/spices
Radhuni Coriander (Dhonia) Powder,100 gm,60,https://chaldal.com/spices
Fenugreek (Methi) Seed,100 gm,25,https://chaldal.com/spices
Mustard Seed (Yellow),100 gm,25,https://chaldal.com/spices
Radhuni Garam Masala,15 gm,40,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,50 gm,40,https://chaldal.com/spices
Ramisa Tokma,100 gm,60,https://chaldal.com/spices
Betel Nut (Shupari),250 gm,169,https://chaldal.com/spices
Fresh Chilli Powder,200 gm,125,https://chaldal.com/spices
Mustard Seed (Red),100 gm,25,https://chaldal.com/spices
Walnuts (Akhrot),100 gm,179,https://chaldal.com/spices
Cumin (Jira),100 gm,85,https://chaldal.com/spices
Cardamom (Elachi) Whole,25 gm,139,https://chaldal.com/spices
Dried Chillies (Shukna Morich),100 gm,45,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,200 gm,145,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,200 gm,140,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,100 gm,75,https://chaldal.com/spices
Radhuni Garam Masala,40 gm,95,https://chaldal.com/spices
Radhuni Coriander (Dhonia) Powder,200 gm,110,https://chaldal.com/spices
Clove (Lobongo),50 gm,89,https://chaldal.com/spices
Bay Leaf (Tejpata),100 gm,29,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,50 gm,85,https://chaldal.com/spices
Radhuni Cumin (Jira) Powder,200 gm,310,https://chaldal.com/spices
Cardamom (Elachi) Whole,50 gm,269,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,500 gm,345,https://chaldal.com/spices
Radhuni Panch Phoran,50 gm,30,https://chaldal.com/spices
Black Cumin (Kalo Jira),100 gm,69,https://chaldal.com/spices
Black Pepper (Gol Morich) Whole,50 gm,79,https://chaldal.com/spices
Radhuni Turmeric (Holud) Powder,500 gm,335,https://chaldal.com/spices
Chia Seed,100 gm,59,https://chaldal.com/spices
Fennel (Mouri),100 gm,45,https://chaldal.com/spices
Radhuni Chilli (Morich) Powder,50 gm,38,https://chaldal.com/spices
Alu Bukhara,100 gm,119,https://chaldal.com/spices
Black Cardamom (Kalo Elachi) Whole,50 gm,199,https://chaldal.com/spices
Coriander (Dhonia),100 gm,35,https://chaldal.com/spices
Mix Spice (Pach Foron),100 gm,35,https://chaldal.com/spices
Green Cardamom (Sobuj Elachi) Whole,50 gm,299,https://chaldal.com/spices
ACI Pure Salt,1 kg,42,https://chaldal.com/salt-sugar
Fresh Super Premium (Vacuum) Salt,1 kg,42,https://chaldal.com/salt-sugar
AJI-NO-MOTO Monosodium Glutamate,200 gm,95,https://chaldal.com/salt-sugar
Fresh Refined Sugar,1 kg,110,https://chaldal.com/salt-sugar
Teer Sugar,1 kg,110,https://chaldal.com/salt-sugar
ACI Pure Salt,500 gm,22,https://chaldal.com/salt-sugar
Starship Refined Sugar,1 kg,110,https://chaldal.com/salt-sugar
Sugar Candy (Tal Misri),200 gm,39,https://chaldal.com/salt-sugar
Rock Salt (Bit Lobon),100 gm,55,https://chaldal.com/salt-sugar
ACI Sprinkle Salt & Pepper Mix,100 gm,125,https://chaldal.com/salt-sugar
AJI-NO-MOTO Monosodium Glutamate,40 gm,20,https://chaldal.com/salt-sugar
Saad Bit Salt,100 gm,50,https://chaldal.com/salt-sugar
Pran Iodized Salt,1 kg,42,https://chaldal.com/salt-sugar
