Item Name,Quantity/Volume,Price (BDT),Link
Telapiya Fish Processed ±50 gm,1 kg,319,https://chaldal.com/frozen-fish
Deshi Sarputi Fish ±30 gm,500 gm,179,https://chaldal.com/frozen-fish
Shol Fish Processed ±50 gm,1 kg,849,https://chaldal.com/frozen-fish
Boal Fish After Cutting  ±50 gm,1 kg,869,https://chaldal.com/frozen-fish
Pabda Fish ±30 gm,500 gm,199,https://chaldal.com/frozen-fish
Pangas Fish After Cutting ±50 gm,1 kg,279,https://chaldal.com/frozen-fish
Rui Fish After Cutting ±50 gm,1 kg,439,https://chaldal.com/frozen-fish
Kaski Fish ±15 gm,250 gm,149,https://chaldal.com/frozen-fish
Gura Chingri (Shrimp) ±15 gm,250 gm,249,https://chaldal.com/frozen-fish
Koi Fish Processed ±50 gm,1 kg,369,https://chaldal.com/frozen-fish
Shing Fish Processed ±30 gm,500 gm,299,https://chaldal.com/frozen-fish
Mix Fish (Deshi) ± 30 gm,500 gm,269,https://chaldal.com/frozen-fish
Mola Fish Deshi ±15 gm,250 gm,169,https://chaldal.com/frozen-fish
PQS Chapila Fish Processed,250 gm,165,https://chaldal.com/frozen-fish
Ayer Fish After Cutting ±30 gm,500 gm,479,https://chaldal.com/frozen-fish
Catla Fish After Cutting ±70 gm,1.5 kg,689,https://chaldal.com/frozen-fish
Magur Fish Processed ±30 gm,500 gm,399,https://chaldal.com/frozen-fish
Silver Carp Fish After Cutting ±50 gm,1 kg,289,https://chaldal.com/frozen-fish
Tengra Fish Deshi ±20 gm,400 gm,279,https://chaldal.com/frozen-fish
Puti Fish ±15 gm,250 gm,149,https://chaldal.com/frozen-fish
Tatkini Fish ±30 gm,500 gm,159,https://chaldal.com/frozen-fish
Globe Pangus Fish Sliced ± 50 gm,1 kg,370,https://chaldal.com/frozen-fish
Globe Koi Fish Processed ± 50 gm,1 kg,520,https://chaldal.com/frozen-fish
Globe Telapia Fish Processed ± 50 gm,1 kg,375,https://chaldal.com/frozen-fish
Mrigel Fish After Cutting ± 50 gm,1 kg,369,https://chaldal.com/frozen-fish
Globe Pabda Fish Whole ±30 gm,500 gm,370,https://chaldal.com/frozen-fish
Globe Deshi Mola Fish Processed (Headless) ±15 gm,250 gm,240,https://chaldal.com/frozen-fish
Globe Deshi Puti Fish Processed ±15 gm,250 gm,145,https://chaldal.com/frozen-fish
Globe White Fish Fillet (3-4 pcs) ±50 gm,1 kg,585,https://chaldal.com/frozen-fish
PQS Halda Hawor Puti Block Fish Processed,250 gm,195,https://chaldal.com/frozen-fish
PQS Halda Hawor Pabda Block Fish Processed,250 gm,260,https://chaldal.com/frozen-fish
PQS Halda Hawor Shing Block Fish Processed,250 gm,240,https://chaldal.com/frozen-fish
PQS Halda Hawor Mola Block Fish Processed,250 gm,285,https://chaldal.com/frozen-fish
PQS Halda Hawor Kaski Block Fish Processed,250 gm,238,https://chaldal.com/frozen-fish
Grass Carp Fish After Cutting ±50 gm,1 kg,369,https://chaldal.com/frozen-fish
PQS Chikra Baim Fish Processed,250 gm,285,https://chaldal.com/frozen-fish
PQS Chela Pata Fish Processed,250 gm,350,https://chaldal.com/frozen-fish
PQS Bata Fish Processed,250 gm,190,https://chaldal.com/frozen-fish
PQS Rohu Fish Processed,250 gm,235,https://chaldal.com/frozen-fish
PQS Rani Fish Processed,250 gm,405,https://chaldal.com/frozen-fish
